i_id,商品名称,sku_id,sku名称,规格属性,条码,成本价,售价,重量(kg),长(cm),宽(cm),高(cm),库存数量,品牌,供应商,标签,类目,图片URL,状态,来源接口
N210711R-C,太空人旋转滑梯侧板-R,N210711R-CS06,太空人旋转滑梯侧板-R,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210712L-C,火箭旋转滑梯侧板-L,N210712L-CS09,火箭旋转滑梯侧板-L,琉璃绿,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210712R-C,火箭旋转滑梯侧板-R,N210712R-CS09,火箭旋转滑梯侧板-R,琉璃绿,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210713L-C,萝卜旋转滑梯侧板-L,N210713L-CS06,萝卜旋转滑梯侧板-L,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210807-C,四层趴趴狗收纳柜侧板,N210807-CS06,四层趴趴狗收纳柜侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210808-C,四层趴趴狗收纳柜中板,N210808-CS06,四层趴趴狗收纳柜中板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210809-C02,INHE小长条1,N210809-C02S26,INHE小长条1,茉莉白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210811-C01,趴趴狗收纳柜门板,N210811-C01S06,趴趴狗收纳柜门板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210811-C02,趴趴狗收纳柜小封闭板,N210811-C02S06,趴趴狗收纳柜小封闭板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210813-C,趴趴狗狗脸侧板,N210813-CS06,趴趴狗狗脸侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210814-C01,趴趴狗骨头,N210814-C01S06,趴趴狗骨头,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210814-C02,趴趴狗尾巴,N210814-C02S06,趴趴狗尾巴,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210815-C01,收纳柜三折板,N210815-C01S06,收纳柜三折板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210815-C02,收纳柜收纳顶板,N210815-C02S06,收纳柜收纳顶板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210816-C01,收纳柜鞋架大板,N210816-C01S06,收纳柜鞋架大板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210816-C02,收纳柜鞋架小板,N210816-C02S06,收纳柜鞋架小板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210817-C01,趴趴狗笔托,N210817-C01S13,趴趴狗笔托,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210817-C02,趴趴狗画板,N210817-C02S13,趴趴狗画板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210819-C,新长杆,N210819-CS06,新长杆,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210821-C01,魔法树收纳架画板笔托,N210821-C01S13,魔法树收纳架画板笔托,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210821-C02,魔法树收纳架画板框,N210821-C02S13,魔法树收纳架画板框,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N210823-C,收纳柜大封闭板,N210823-CS06,收纳柜大封闭板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N211001-C,收纳柜小屋顶,N211001-CS13,收纳柜小屋顶,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N211002-C01,收纳柜小屋短挡板,N211002-C01S06,收纳柜小屋短挡板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N211002-C02,收纳柜小屋面,N211002-C02S06,收纳柜小屋面,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N211003-C01,收纳柜大屋面,N211003-C01S06,收纳柜大屋面,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N211003-C02,收纳柜大屋长挡板,N211003-C02S06,收纳柜大屋长挡板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N211004-C,收纳柜大屋顶,N211004-CS13,收纳柜大屋顶,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N211005-C,收纳架短杆,N211005-CS06,收纳架短杆,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N211006-C,一号平衡板,N211006-CS06,一号平衡板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N211007-C,六号方板,N211007-CS13,六号方板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N211201-C,二号平衡板,N211201-CS06,二号平衡板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N211202-C,三号平衡板,N211202-CS06,三号平衡板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220201-C,波比车底板,N220201-CS13,波比车底板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220202-C,老爷车车身,N220202-CS06,老爷车车身,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220203-C01,传动轴,N220203-C01S13,传动轴,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220203-C02,方向盘,N220203-C02S28,方向盘,雅丹黑,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220203-C03,固定杆,N220203-C03S13,固定杆,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220203-C04,转向柱,N220203-C04S13,转向柱,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220204-C,老爷车座位,N220204-CS12,老爷车座位,秋杏棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220205-C,魔法城堡收纳架侧板,N220205-CS06,魔法城堡收纳架侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220208-C,3号小熊靠背,N220208-CS13,3号小熊靠背,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220210-C,六号平衡板,N220210-CS05,六号平衡板,星海蓝,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220211-C,七号平衡板,N220211-CS06,七号平衡板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220217-C,靠背握把,N220217-CS06,靠背握把,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220218-C,一号桌面,N220218-CS06,一号桌面,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220219-C01,一号桌面大盖板,N220219-C01S13,一号桌面大盖板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220219-C02,一号桌面小盖板,N220219-C02S13,一号桌面小盖板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220220-C,一号升降桌腿基座,N220220-CS06,一号升降桌腿基座,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220221-C01,一号桌升降桌腿-A,N220221-C01S13,一号桌升降桌腿-A,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220221-C02,一号桌升降桌腿-B,N220221-C02S13,一号桌升降桌腿-B,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220222-C,一号桌收纳板,N220222-CS13,一号桌收纳板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220223-C,一号桌收纳挡板,N220223-CS13,一号桌收纳挡板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220224-C01,一号椅侧板-A,N220224-C01S13,一号椅侧板-A,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220224-C02,一号椅侧板-B,N220224-C02S13,一号椅侧板-B,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220225-C01,靠背卡扣耳朵,N220225-C01S06,靠背卡扣耳朵,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220225-C02,靠背卡扣空（不需要生产）,N220225-C02S06,靠背卡扣空（不需要生产）,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220225-C03,一号椅靠背,N220225-C03S06,一号椅靠背,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220225-C04,一号椅坐垫,N220225-C04S06,一号椅坐垫,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220225-C05,一号座椅加强梁,N220225-C05S06,一号座椅加强梁,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220226-C,二号一体桌腿,N220226-CS13,二号一体桌腿,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220227-C,抽屉桌面,N220227-CS06,抽屉桌面,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220228-C01,抽屉板,N220228-C01S06,抽屉板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220228-C02,滑轨,N220228-C02S06,滑轨,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220229-C,置物架桌面,N220229-CS06,置物架桌面,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220230-C01,置物架背板,N220230-C01S06,置物架背板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220230-C02,置物架小板,N220230-C02S06,置物架小板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220231-C01,置物架侧板-A,N220231-C01S13,置物架侧板-A,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220231-C02,置物架侧板-B,N220231-C02S13,置物架侧板-B,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220231-C03,置物架画板,N220231-C03S13,置物架画板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220233-C,围栏画板,N220233-CS06,围栏画板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220234-C,三层熊猫收纳架侧板,N220234-CS06,三层熊猫收纳架侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220235-C,四层熊猫收纳架侧板,N220235-CS06,四层熊猫收纳架侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220236-C01,熊猫收纳架耳朵-A,N220236-C01S28,熊猫收纳架耳朵-A,雅丹黑,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220236-C02,熊猫收纳架耳朵-B,N220236-C02S28,熊猫收纳架耳朵-B,雅丹黑,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220236-C03,熊猫收纳架手臂,N220236-C03S28,熊猫收纳架手臂,雅丹黑,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220236-C04,熊猫收纳架腿,N220236-C04S28,熊猫收纳架腿,雅丹黑,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N220501-Z,3号篮球框,N220501-ZS06,3号篮球框,玉莲白,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N220502-Z,双头铁杆螺丝,N220502-ZS06,双头铁杆螺丝,玉莲白,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N220616-Z,套筒扳手,N220616-ZS06,套筒扳手,玉莲白,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N220714-Z,防滑垫,N220714-ZS13,防滑垫,暮云灰,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N220715-Z,硅胶兔耳,N220715-ZS13,硅胶兔耳,暮云灰,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N220726-Z01,直线防倒盘,N220726-Z01S13,直线防倒盘,暮云灰,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N220726-Z02,转角防倒盘,N220726-Z02S13,转角防倒盘,暮云灰,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N220830-Z,硅胶防护盖,N220830-ZS13,硅胶防护盖,暮云灰,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N220920-Z,闪光盖,N220920-ZS06,闪光盖,玉莲白,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N221001-C01,踩脚凳大侧板,N221001-C01S06,踩脚凳大侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221001-C02,踩脚凳小侧板,N221001-C02S06,踩脚凳小侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221002-C01,踩脚凳硅胶大面板,N221002-C01S13,踩脚凳硅胶大面板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221002-C02,踩脚凳硅胶小面板,N221002-C02S13,踩脚凳硅胶小面板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221003-C01,踩脚凳一体大面板,N221003-C01S13,踩脚凳一体大面板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221003-C02,踩脚凳一体小面板,N221003-C02S13,踩脚凳一体小面板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221004-C01,置物板,N221004-C01S06,置物板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221004-C02,置物板压板,N221004-C02S06,置物板压板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221005-C01,加强块,N221005-C01S06,加强块,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221006-C,鲨鱼座位,N221006-CS12,鲨鱼座位,秋杏棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221101-C,秋千,N221101-CS06,秋千,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221103-Z,五号卡扣公,N221103-ZS06,五号卡扣公,玉莲白,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N221104-Z01,五号卡扣盖,N221104-Z01S06,五号卡扣盖,玉莲白,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N221105-Z,硅胶皇冠,N221105-ZS13,硅胶皇冠,暮云灰,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N221106-Z,硅胶鹿角,N221106-ZS13,硅胶鹿角,暮云灰,,,,,,,,,,,补发部件,半成品类 - 注塑部件,,启用,sku_query
N221201-C,尿布台扶手,N221201-CS17,尿布台扶手,丁香棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221202-C01,尿布台小侧板,N221202-C01S06,尿布台小侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221202-C02,尿布台中侧板,N221202-C02S06,尿布台中侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221203-C,尿布台大侧板,N221203-CS06,尿布台大侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221204-C,尿布台平台板,N221204-CS17,尿布台平台板,丁香棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221205-C,尿布台加强块,N221205-CS06,尿布台加强块,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221207-C,奶油手推车竖杆,N221207-CS17,奶油手推车竖杆,丁香棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221208-C01,把手奶油,N221208-C01S06,把手奶油,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221208-C02,奶油手推车背板,N221208-C02S06,奶油手推车背板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221208-C03,奶油手推车前板,N221208-C03S06,奶油手推车前板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221208-C04,手推车把手连接块,N221208-C04S06,手推车把手连接块,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221209-C01,奶油手推车右侧板,N221209-C01S06,奶油手推车右侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221209-C02,奶油手推车左侧板,N221209-C02S06,奶油手推车左侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221210-C01,奶油手推车蛋糕,N221210-C01S17,奶油手推车蛋糕,丁香棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N221210-C02,奶油手推车加强块,N221210-C02S17,奶油手推车加强块,丁香棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N230101-C01,翻盖手推车侧板-A,N230101-C01S06,翻盖手推车侧板-A,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N230101-C02,翻盖手推车侧板-B,N230101-C02S06,翻盖手推车侧板-B,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N230102-C01,翻盖手推车-底板,N230102-C01S06,翻盖手推车-底板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N230102-C02,翻盖手推车-后板,N230102-C02S06,翻盖手推车-后板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N230102-C03,翻盖手推车-前板,N230102-C03S06,翻盖手推车-前板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N230103-C01,翻盖右侧板,N230103-C01S17,翻盖右侧板,丁香棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N230103-C02,翻盖左侧板,N230103-C02S17,翻盖左侧板,丁香棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N230103-C03,手推车翻盖底板,N230103-C03S17,手推车翻盖底板,丁香棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N230201-C01,侧板固定环,N230201-C01S17,侧板固定环,丁香棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
N230201-C02,前板固定环,N230201-C02S17,前板固定环,丁香棕,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NHT0211-C01,小狗滑梯鼻子,NHT0211-C01S06,小狗滑梯鼻子,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NHT0211-C02,小狗滑梯侧板,NHT0211-C02S06,小狗滑梯侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NHT9831-C01,1号滑梯踏板（自行车图案）,NHT9831-C01S13,1号滑梯踏板（自行车图案）,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NHT9833-C,1号平台板,NHT9833-CS13,1号平台板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NHT9941-C,1号上滑道,NHT9941-CS06,1号上滑道,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NHT9943-C01,1号上扶手-A,NHT9943-C01S13,1号上扶手-A,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NHT9943-C02,1号上扶手-B,NHT9943-C02S13,1号上扶手-B,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NHT9944-C01,1号下扶手-A,NHT9944-C01S15,1号下扶手-A,溶月灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NHT9944-C02,1号下扶手-B,NHT9944-C02S15,1号下扶手-B,溶月灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NSJ0111-C01,猴子书架侧板,NSJ0111-C01S06,猴子书架侧板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NSJ0111-C02,香蕉套钩,NSJ0111-C02S06,香蕉套钩,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NSJ0211-C,松鼠书架侧板,NSJ0211-CS03,松鼠书架侧板,雀羽蓝,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NSJ0311-C,鲨鱼书架侧板,NSJ0311-CS03,鲨鱼书架侧板,雀羽蓝,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NSJ0411-C,鳄鱼爸爸书架侧板,NSJ0411-CS03,鳄鱼爸爸书架侧板,雀羽蓝,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NSJ0511-C,鳄鱼妈妈书架侧板,NSJ0511-CS03,鳄鱼妈妈书架侧板,雀羽蓝,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NSJ0611-C,鳄鱼宝宝书架侧板,NSJ0611-CS03,鳄鱼宝宝书架侧板,雀羽蓝,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NSJ9921-C,书架大L板,NSJ9921-CS06,书架大L板,玉莲白,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NSJ9922-C,书架大挡板,NSJ9922-CS15,书架大挡板,溶月灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NYM0121-C,呆萌鹿马身,NYM0121-CS03,呆萌鹿马身,雀羽蓝,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NYM9511-C,方底板,NYM9511-CS13,方底板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NYM9711-C,鱼底板,NYM9711-CS13,鱼底板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NYM9811-C,小鲤鱼底板,NYM9811-CS13,小鲤鱼底板,暮云灰,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
NYM9911-C,金鱼底板,NYM9911-CS04,金鱼底板,千禧粉,,,,,,,,,,,补发部件,半成品类 - 吹塑部件,,启用,sku_query
